adventure,episode,verified,user,character,skill,difficulty,dice,dice_results,roll_results,check_type,fp_spent,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Melee,Average,yygggbpp,nil;advadv;suc;suc;sucadv;adv;thrfai;thrfai,sucadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Ranged (Light),Average,yygggrpkkv,advadv;sucsuc;suc;sucsuc;sucsuc;thrthr;thrfai;fai;nil;adv,sucsucsucsucsuc,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Stormtroopers,Ranged (Heavy),Easy,gggpkk,suc;nil;sucsuc;thr;fai;thr,sucsucthrthr,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Ranged (Light),Average,yygggbppv,sucadv;advadv;nil;adv;nil;suc;thrthr;thr;adv,sucsucadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Reom,Piloting (Space),Average,yybbrrk,adv;nil;nil;suc;thrthr;faifai;nil,faithr,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Cool,Simple,ygg,suc;advadv;nil,sucadvadv,initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Torque,Vigilance,Simple,g,nil,nil,initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Cratala,Vigilance,Simple,yyg,nil;tri;adv,sucadvtri,initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Tie Fighter Pilots,Vigilance,Simple,yg,sucadv;nil,sucadv,initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Tie Fighter Pilots,Vigilance,Simple,yg,sucsuc;adv,sucsucadv,initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Tie Fighter Pilots,Vigilance,Simple,yg,sucsuc;adv,sucsucadv,initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Tie Fighter Pilots,Vigilance,Simple,yg,advadv;adv,advadvadv,initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Pax,Cool,Simple,gggg,advadv;adv;advadv;advadv,advadvadvadvadvadvadv,initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Reom,Cool,Simple,yyg,sucadv;advadv;adv,sucadvadvadvadv,Initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Tie Fighter Pilots,Gunnery,Easy,yypkk,sucsuc;sucsuc;nil;fai;nil,sucsucsuc,initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Tie Fighter Pilots,Gunnery,Easy,yypkk,advadv;sucsuc;nil;thr;thr,sucsuc,initiative,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Gunnery,Average,yggpp,advadv;suc;suc;faifai;thr,adv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,IsoTech Guard,Gunnery,Hard,gggbbpppk,sucadv;sucadv;sucadv;nil;sucadv;thr;thr;thr;thr,sucsucsucsuc,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,IsoTech Guard,Gunnery,Hard,gggbbpppk,sucadv;adv;suc;advadv;adv;thr;thr;thr;nil,sucsucadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,IsoTech Guard,Gunnery,Hard,gggbbbpppk,sucadv;sucadv;adv;suc;nil;advadv;thrfai;thrthr;faifai;nil,advadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,IsoTech Guard,Gunnery,Hard,gggbbbpppk,adv;adv;sucsuc;suc;nil;advadv;nil;fai;fai;thr,sucadvadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,IsoTech Guard,Gunnery,Hard,gggbbpppk,advadv;adv;adv;adv;suc;thr;faifai;thr;fai,faifaiadvadvadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,IsoTech Guard,Gunnery,Hard,gggbpppk,nil;sucadv;suc;sucadv;nil;fai;thrthr;fai,suc,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Tie Fighter Pilots,Gunnery,Average,yyppkk,sucsuc;advadv;faifai;nil;thr;fai,faiadv,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Torque,Piloting (Space),Average,yggpp,suc;advadv;advadv;nil;thrfai,advadvadv,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Cratala,Mechanics,Hard,yyyggppp,suc;sucadv;sucsuc;advadv;suc;thrfai;thr;thrthr,sucsucsucsucthr,Skill,,,
Beyond the Rim,Toxic Motherload,TRUE,Keith,Tie Fighter Pilots,Gunnery,Average,yyppkk,sucadv;sucadv;thr;thrthr;thr;nil,sucsucthrthr,Combat ,,,
Beyond the Rim,Toxic Motherload,TRUE,Zack,Ru,Gunnery,Average,yygbbbbbpp,sucadv;sucsuc;suc;advadv;sucadv;nil;nil;advadv;nil;thrthr,sucsucsucsucsucadvadvadvadv,Combat ,,,
Lessons from the Past,A Wealth of Knowledge,,Zack,Torque,Knowledge (Outer Rim),Average,yggggpp,sucadv;adv;suc;suc;advadv;fai;fai,sucadvadvadvadv,Knowledge,,,
,,,Zack,Torque,Astrogation,Easy,yggggp,sucsuc;nil;advadv;suc;suc;thrthr,sucsucsucsuc,Skill,,,
,,,Keith,Pax,Streetwise,Easy,ggp,adv;sucadv;thr,sucadv,Skill,,,
,,,Zack,Ru,Coercion,Average,ygpp,advadv;adv;thrfai;thr,faiadv,Social ,,,
,,,Keith,Pax,Charm,Average,yyggppw,nil;sucsuc;nil;adv;thrfai;thr;dsp,sucthrdsp,Social ,,,
,,,Zack,Ru,Charm,Average,gggpp,nil;advadv;suc;faifai;thr,faiadv,Social ,,,
,,,Zack,Ru,Coercion,Average,ygbpp,nil;sucadv;suc;fai;thrfai,nil,Social ,,,
,,,Zack,Ru,Force Leap,Simple,w,dsp,dsp,Force Power,,,
,,,Zack,Ru,Cool,Simple,ygg,advadv;adv;suc,sucadvadvadv,Initiative,,,
,,,Keith,Campus Security Guards,Cool,Simple,gg,nil;advadv,advadv,Initiative,,,
,,,Keith,Pax,Cool,Simple,gggg,nil;suc;sucsuc;advadv,sucsucsucadvadv,Initiative,,,
,,,Keith,Pax,Ranged (Light),Easy,yyygbbpv,sucsuc;advadv;suc;suc;nil;suc;thrfai;adv,sucsucsucsucadvadv,Combat ,,,
,,,Keith,Pax,Stealth,Average,gggggppk,nil;nil;sucsuc;nil;suc;thr;fai;fai,sucthr,Skill,,,
,,,Keith,Pax,Cool,Opposed,ggggpp,adv;suc;sucadv;sucadv;thrfai;fai,sucadvadv,Social ,,,
,,,Zack,Ru,Cool,Opposed,yggpp,sucadv;suc;suc;thr;fai,sucsuc,Social ,,,
,,,Keith,Pax,Stealth,Opposed,gggggrp,sucadv;suc;adv;suc;suc;thrfai;thr,sucsucsuc,Skill,,,
,,,Zack,Ru,Stealth,Opposed,gggrp,sucsuc;adv;suc;faifai;faifai,faiadv,Skill,,,
,,,Zack,Ru,Charm,Opposed,gggbbpp,advadv;sucadv;sucsuc;advadv;advadv;fai;thrfai,sucadvadvadvadvadvadv,Social ,,,
,,,Keith,Torque,Medicine,Easy,yggggbbp,adv;suc;suc;advadv;nil;sucadv;advadv;thr,sucsucsucadvadvadvadvadv,Skill,,,
,,,Keith,Torque,Mechanics,Hard,yygggbppp,advadv;sucadv;suc;sucadv;adv;nil;fai;faifai;thr,advadvadvadv,Skill,,,
,,,Keith,Torque,Mechanics,Hard,yygggbppp,suc;sucsuc;sucsuc;sucadv;adv;nil;faifai;nil;fai,sucsucsucadvadv,Skill,,,
,,,Keith,Torque,Mechanics,Hard,yygggbbbbbppp,sucadv;nil;adv;sucsuc;advadv;advadv;nil;nil;sucadv;advadv;thr;faifai;fai,sucadvadvadvadvadvadvadvadv,Skill,,,
,,,Keith,Torque,Mechanics,Hard,yygggbbbbbbbbbppp,advadv;suc;adv;nil;adv;nil;nil;advadv;sucadv;nil;nil;nil;nil;sucadv;thrfai;thr;thr,sucsucadvadvadvadvadv,Skill,,,
,,,Keith,Torque,Mechanics,Daunting,yygggbbbbbbpppp,advadv;nil;suc;adv;advadv;adv;sucadv;nil;nil;nil;sucadv;nil;faifai;thr;thr,sucadvadvadvadvadvadv,Skill,,,
,,,Keith,Torque,Mechanics,Daunting,yygggbbbbbbbpppp,suc;advadv;suc;suc;suc;nil;adv;nil;suc;advadv;adv;sucadv;thrthr;fai;faifai;thr,sucsucsucadvadvadvadv,Skill,,,
,,,Keith,Torque,Mechanics,Formidable,yygggbbbbbppppp,sucadv;sucadv;adv;sucadv;adv;nil;sucadv;adv;sucadv;suc;thr;thrfai;faifai;faifai;thrthr,sucadvadvadvadv,Skill,,,
,,,Keith,Torque,Mechanics,Formidable,yygggbbbbbppppp,sucadv;sucsuc;sucsuc;suc;adv;advadv;adv;advadv;adv;sucadv;thr;nil;faifai;thrfai;thr,sucsucsucsucadvadvadvadvadvadv,Skill,,,
,,,Keith,Torque,Mechanics,Hard,yygggbbbppp,sucsuc;tri;sucsuc;suc;suc;adv;advadv;suc;thrthr;thrfai;faifai,sucsucsucsucsuctri,Skill,,,
,,,Zack,Torque,Mechanics,Formidable,yygggbbbbbbbppppp,sucadv;advadv;suc;nil;nil;sucadv;nil;suc;nil;nil;nil;advadv;thrfai;thr;thr;faifai;thr,sucadvadv,Skill,,,
,,,Keith,Pax,Astrogation,Easy,ggbbp,nil;sucsuc;sucadv;nil;thr,sucsucsuc,Skill,,,
,,,Zack,Ru,Cool,Simple,ygg,suc;suc;sucadv,sucsucsucadv,Skill,,,
,,,Zack,Ru,Medicine,Average,ggbpp,nil;sucadv;adv;thr;thr,suc,Skill,,,
,,,Keith,Pax,Cool,Simple,gggg,sucadv;suc;adv;sucadv,sucsucsucadvadvadv,Skill,,,
,,,Keith,Pax,Charm,Opposed,yyggrrpkkw,sucadv;sucadv;advadv;advadv;faifai;des;thr;thr;fai;dsp,faifaiadvadvadvadvdesdsp,Social ,,,
,,,Zack,Ru,Knowledge (Xenology),Opposed,ggrppkk*,advadv;suc;thrfai;thr;nil;thr;nil;suc,sucthr,Knowledge,,,
,,,Zack,Ru,Perception,Average,ybppk,adv;suc;fai;thr;nil,nil,Skill,,,
,,,Keith,Pax,Perception,Opposed,ygbppk,suc;sucsuc;suc;faifai;fai;nil,suc,Skill,,,
,,,Keith,Pax,Knowledge (Outer Rim),Average,ggpp,advadv;nil;thr;faifai,faifaiadv,Knowledge,,,
,,,Zack,Ru,Knowledge (Outer Rim),Average,ggbbpp,suc;advadv;adv;advadv;nil;thrthr,sucadvadvadv,Knowledge,,,
,,,Keith,Pax,Mechanics,Average,ggpp,suc;nil;thr;thr,sucthrthr,Skill,,,
,,,Zack,Ru,Knowledge (Core Worlds),Hard,ggppp,sucadv;adv;thr;thr;faifai,fai,Knowledge,,,
,,,Keith,Pax,Knowledge (Core Worlds),Easy,ggp,adv;adv;thrthr,nil,Knowledge,,,
,,,Zack,Ru,Mechanics,Average,ggpp,sucadv;suc;thrfai;thrfai,thr,Skill,,,
,,,Keith,Pax,Knowledge (Core Worlds),Hard,ggppp,adv;adv;thr;faifai;thrthr,faifaithr,Knowledge,,,
,,,Zack,Ru,Knowledge (Lore),Hard,ggppp*,suc;nil;thrthr;thrfai;thr;suc,sucthrthrthrthr,Knowledge,,,
,,,Keith,Pax,Knowledge (Lore),Hard,ggppp,suc;nil;nil;faifai;thrthr,faithrthr,Knowledge,,,
,,,Keith,Pax,Knowledge (Education),Hard,ggppp,sucadv;nil;thr;thrfai;thrthr,thrthrthr,Knowledge,,,
,,,Zack,Ru,Knowledge (Lore),Hard,ggppp,sucadv;adv;thrfai;fai;thr,fai,Knowledge,,,
,,,Zack,Ru,Cool,Formidable,yggrpppp,adv;suc;suc;thr;thrthr;nil;nil;fai,sucthrthr,Skill,,,
,,,Keith,Torque,Mechanics,Hard,yygggbppp,sucsuc;advadv;adv;adv;sucsuc;nil;thr;faifai;thrfai,sucadvadv,Skill,,,
,,,Keith,Torque,Mechanics,Daunting,yygggbbbpppp,adv;sucsuc;sucsuc;suc;nil;nil;advadv;nil;faifai;thr;fai;faifai,advadv,Skill,,,
,,,Keith,Torque,Mechanics,Daunting,yygggbbbpppp,sucsuc;nil;suc;nil;sucadv;advadv;advadv;suc;thr;thr;nil;fai,sucsucsucsucadvadvadv,Skill,,,
,,,Keith,Torque,Mechanics,Formidable,yygggbbbbppppp,tri;advadv;nil;sucadv;suc;nil;sucadv;nil;adv;thrthr;thr;thr;faifai;thr,sucsuctri,Skill,,,
,,,Keith,Torque,Mechanics,Daunting,yygggbpppp,sucadv;sucadv;suc;sucadv;suc;nil;thr;thrthr;thrfai;thrthr,sucsucsucsucthrthrthr,Skill,,,
,,,Zack,Ru,Vigilance,Simple,yg,sucadv;suc,sucsucadv,Initiative,,,
,,,Keith,Armed Campus Security Guard,Cool,Simple,gg,adv;adv,advadv,initiative,,,
,,,Keith,Armed Campus Security Guard,Cool,Simple,gg,sucsuc;advadv,sucsucadvadv,initiative,,,
,,,Zack,Ashur Sungazer,Vigilance,Simple,yg,suc;adv,sucadv,initiative,,,
,,,Keith,Pax,Vigilance,Simple,yg,tri;advadv,sucadvadvtri,Initiative,,,
,,,Keith,Armed Campus Security Guard,Athletics,Simple,ggbkk,sucsuc;advadv;nil;thr;fai,sucadv,Chase,,,
,,,Zack,Ru,Athletics,Simple,ggggkkw,suc;suc;adv;sucsuc;nil;nil;dsp,sucsucsucsucadvdsp,Chase,,,
,,,Keith,Pax,Athletics,Simple,ggbkkw,advadv;suc;nil;nil;fai;dsp,advadvdsp,Chase,suc,,
,,,Zack,Ashur Sungazer,Athletics,Simple,gbbkk,adv;adv;adv;thr;thr,adv,Chase,,,
,,,Keith,Armed Campus Security Guard,Athletics,Simple,ggbkk,advadv;sucsuc;suc;fai;thr,sucsucadv,Chase,,,
,,,Keith,Armed Campus Security Guard,Athletics,Simple,ggb,adv;adv;nil,advadv,Chase,,,
,,,Zack,Ru,Athletics,Simple,ggggbkw,nil;suc;nil;sucsuc;suc;thr;lsplsp,sucsucsucsucthrlsplsp,Chase,adv,,
,,,Keith,Pax,Athletics,Simple,ggbkw,adv;nil;nil;nil;lsplsp,advlsplsp,Chase,sucsuc,,
,,,Zack,Ashur Sungazer,Athletics,Simple,gk,advadv;fai,advadvfai,Chase,,,
,,,Keith,Armed Campus Security Guard,Athletics,Simple,ggbk,advadv;adv;advadv;nil,advadvadvadvadv,Chase,,,
,,,Keith,Armed Campus Security Guard,Athletics,Simple,ggbk,suc;sucsuc;adv;thr,sucsucsuc,Chase,,,
,,,Keith,Pax,Athletics,Simple,ggkkw,adv;sucadv;fai;fai;dsp,faiadvadvdsp,Chase,,,
,,,Keith,Armed Campus Security Guard,Athletics,Simple,ggk,sucsuc;advadv;thr,sucsucadv,Chase,,,
,,,Keith,Pax,Athletics,Simple,ggkw,suc;sucadv;nil;lsplsp,sucsucadvlsplsp,Chase,advadv,,
,,,Zack,Ru,Ranged (Light),Hard,yggbbpppkk,sucadv;sucadv;sucadv;advadv;sucadv;fai;thrthr;thr;thr;nil,sucsucsucadvadv,Combat ,,,
,,,Keith,Armed Campus Security Guard,Athletics,Simple,ggkk,sucadv;sucadv;thr;thr,sucsuc,Chase,,,
,,,Keith,Pax,Athletics,Simple,ggbbkw,adv;suc;nil;adv;thr;dsp,sucadvdsp,Chase,suc,,
,,,Zack,Ru,Ranged (Light),Hard,yggbbbrppkkk,nil;adv;sucsuc;suc;sucadv;suc;thrthr;thr;fai;nil;nil;nil,sucsucsucsucthr,Combat ,,,
,,,Zack,Torque,Piloting (Space),Hard,yggpppk,adv;advadv;sucsuc;thrfai;thr;thrthr;nil,sucthr,Skill,,,
,,,Keith,Pax,Athletics,Easy,ggpw,nil;sucadv;thrfai;dsp,dsp,Skill,suc,,
,,,Zack,Ru,Force Leap,Simple,w,lsp,lsp,Force Power,,,
,,,Zack,Torque,Astrogation,Average,yggggpp,sucsuc;advadv;adv;adv;suc;thr;fai,sucsucadvadvadv,Skill,,,
,,,Keith,Pax,Piloting (Space),Average,gggggrrkkk,nil;suc;sucsuc;nil;suc;thr;fai;fai;fai;thr,sucthrthr,Skill,,,
,,,Zack,Ru,Leadership,Average,yggbbppw,advadv;adv;advadv;advadv;advadv;faifai;faifai;lsplsp,faifaifaifaiadvadvadvadvadvadvadvadvadvlsplsp,Social ,advadv,,
,,,Keith,Pax,Discipline,Easy,gbr,advadv;nil;faifai,faifaiadvadv,Fear,,,
,,,Zack,Ru,Discipline,Easy,ggbr,adv;advadv;sucadv;thr,sucadvadvadv,Fear,,,
,,,Zack,Ru,Perception,Average,ypp,tri;thrfai;thr,thrthrtri,Skill,,,
,,,Keith,Pax,Perception,Daunting,ygbpppp,suc;suc;nil;thr;thr;thrthr;thr,sucsucthrthrthrthrthr,Skill,,,
,,,Zack,Ru,Athletics,Hard,ygggrppw,suc;nil;sucadv;sucsuc;faifai;thr;thr;lsplsp,sucsucthrlsplsp,Skill,adv,,
,,,Keith,Basilisk War Droid,Cool,Simple,g,adv,adv,initiative,,,
,,,Zack,Ru,Vigilance,Simple,yg,sucsuc;suc,sucsucsuc,Initiative,,,
,,,Keith,Pax,Vigilance,Simple,yg,suc;advadv,sucadvadv,Initiative,,,
,,,Zack,Torque,Vigilance,Simple,g,suc,suc,Initiative,,,
,,,Keith,Pax,Ranged (Light),Average,yyyggbbbbrpkv,sucsuc;advadv;advadv;adv;adv;nil;nil;nil;adv;thr;nil;nil;adv,sucsucadvadvadvadvadvadvadv,Combat ,,,
,,,Zack,Ru,Melee,Average,yygggbbrp,advadv;suc;suc;sucsuc;suc;adv;nil;thr;nil,sucsucsucsucsucadvadv,Combat ,,,
,,,Zack,Torque,Ranged (Light),Average,yggbrp,tri;sucadv;suc;suc;fai;thr,sucsucsuctri,Combat ,,,
,,,Zack,Torque,Astrogation,Average,yggggpp,adv;nil;sucadv;suc;adv;thr;nil,sucsucadvadv,Skill,,,
,,,Zack,Ru,Gunnery,Average,yggbpp,sucadv;suc;suc;advadv;fai;thr,sucsucadvadv,Combat ,,,
,,,Zack,Torque,Gunnery,Average,yygbbpp,advadv;advadv;nil;nil;adv;thr;nil,advadvadvadv,Combat ,,,
,,,Keith,Pax,Gunnery,Average,yygggbbbbbpp,tri;suc;adv;adv;suc;advadv;sucadv;nil;nil;sucadv;faifai;thrthr,sucsucsucadvadvadvadvtri,Combat ,,,
,,,Zack,Ru,Gunnery,Average,yggbbbpp,suc;advadv;sucadv;nil;nil;adv;thr;thr,sucsucadvadv,Combat ,,,
,,,Zack,Torque,Piloting (Space),Average,yggpp,sucadv;suc;sucsuc;fai;thr,sucsucsuc,Skill,,,
,,,Zack,Torque,Astrogation,Hard,yggggppp,sucadv;suc;adv;suc;suc;fai;nil;thr,sucsucsucadv,Skill,,,
,,,Zack,Torque,Astrogation,Easy,yggggbp,nil;adv;suc;suc;adv;nil;nil,sucsucadvadv,Skill,,,
,,,Keith,Pax,Knowledge (Warfare),Average,ggpp,suc;suc;thrfai;thr,sucthrthr,Skill,,,
,,,Zack,Torque,Mechanics,Average,yygggpp,suc;suc;sucadv;adv;advadv;faifai;fai,advadvadvadv,Skill,,,
,,,Zack,Torque,Mechanics,Average,yygggpp,advadv;suc;suc;advadv;sucadv;thrthr;thrfai,sucsucadvadv,Skill,,,
,,,Zack,Ru,Knowledge (Warfare),Average,ggbpp*,sucadv;suc;suc;faifai;thr;suc,sucsuc,Skill,,,
,,,Zack,Kell,Athletics,Easy,ggp,suc;suc;thr,sucsucthr,Skill,,,
,,,Keith,Pax,Cool,Average,ggggppk,sucsuc;sucadv;suc;sucsuc;thr;thr;nil,sucsucsucsucsucsucthr,Skill,,,
,,,Zack,Ru,Stealth,Average,gggppk,adv;adv;suc;thr;thr;thr,sucthr,Skill,,,
,,,Zack,Torque,Cool,Average,gbpp,adv;nil;fai;thr,fai,Skill,,,
,,,Zack,Ru,Cool,Simple,ygg,sucadv;suc;sucsuc,sucsucsucsucadv,Initiative,,,
,,,Keith,Whisper Base Sentries,Vigilance,Simple,ggg,adv;sucadv;sucadv,sucsucadvadvadv,Initiative,,,
,,,Zack,Torque,Vigilance,Simple,g,nil,nil,Initiative,,,
,,,Zack,Kell,Cool,Simple,yygg,tri;sucadv;sucadv;suc,sucsucsucsucadvadvtri,Initiative,,,
,,,Keith,Pax,Cool,Simple,gggg,nil;suc;sucsuc;adv,sucsucsucadv,Initiative,,,
,,,Keith,Pax,Ranged (Light),Hard,yyggbbpppv,sucsuc;sucsuc;suc;sucsuc;suc;nil;thrfai;thr;fai;adv,sucsucsucsucsucsucthr,Combat ,,,
,,,Zack,Ru,Melee,Average,yyggpp,tri;sucsuc;nil;sucadv;thrfai;thr,sucsucsucthrtri,Combat ,,,
,,,Zack,Ru,Melee,Average,yyggppkk,tri;sucadv;adv;adv;thrfai;fai;thr;thr,tri,Combat ,,,
,,,Keith,Pax,Ranged (Light),Average,yyygbbbbrpv,nil;adv;sucadv;nil;suc;suc;suc;nil;fai;thr;adv,sucsucsucadvadv,Combat ,,,
,,,Keith,Pax,Deception,Opposed,ygbpppwv,adv;adv;advadv;thrthr;fai;faifai;dsp;adv,faifaifaiadvadvadvdsp,Social ,,,
,,,Keith,Whisper Base Sentries,Vigilance,Simple,ygg,sucadv;advadv;sucsuc,sucsucsucadvadvadv,Initiative,,,
,,,Zack,Ru,Cool,Simple,ygg,sucsuc;nil;adv,sucsucadv,Initiative,,,
,,,Keith,Whisper Base Sentries,Vigilance,Simple,ygg,advadv;sucsuc;adv,sucsucadvadvadv,Initiative,,,
,,,Zack,Torque,Cool,Simple,g,suc,suc,Initiative,,,
,,,Keith,Whisper Base Sentries,Vigilance,Simple,ygg,sucadv;nil;advadv,sucadvadvadv,Initiative,,,
,,,Keith,Whisper Base Sentries,Vigilance,Simple,ygg,suc;nil;adv,sucadv,Initiative,,,
,,,Zack,Kell,Cool,Simple,yygg,suc;sucsuc;adv;adv,sucsucsucadvadv,Initiative,,,
,,,Keith,Pax,Cool,Simple,gggg,sucadv;adv;adv;suc,sucsucadvadvadv,Initiative,,,
,,,Keith,Pax,Ranged (Light),Easy,yyygbbbpv,sucadv;sucadv;advadv;sucadv;sucadv;nil;nil;thr;adv,sucsucsucsucadvadvadvadvadvadv,Combat ,,,
,,,Zack,Ru,Melee,Average,yygggbpp,sucsuc;suc;sucsuc;suc;adv;advadv;fai;nil,sucsucsucsucsucadvadvadv,Combat ,,,
,,,Zack,Ru,Leadership,Average,yggbppw,advadv;advadv;suc;suc;thr;nil;dsp,sucsucadvadvadvdsp,Social ,,,
,,,Zack,Torque,Mechanics,Average,yygggppk,suc;suc;advadv;adv;suc;thr;fai;fai,sucadvadv,Skill,,,
,,,Keith,Pax,Ranged (Light),Easy,yyggbbp,sucadv;suc;nil;suc;adv;advadv;fai,sucsucadvadvadvadv,Combat ,,,
,,,Zack,Ru,Ranged (Light),Easy,yggbp,sucadv;nil;nil;advadv;faifai,faiadvadvadv,Combat ,,,
,,,Zack,Kell,Ranged (Light),Easy,yygbpk,advadv;sucsuc;sucadv;nil;thr;thr,sucsucsucadv,Combat ,,,
,,,Zack,Ru,Coercion,Opposed,ygbrpp,sucadv;sucadv;suc;faifai;fai;thr,adv,Social ,,,
,,,Zack,Ru,Athletics,Average,ggggppkw,sucadv;suc;suc;suc;nil;thrthr;fai;lsplsp,sucsucsucthrlsplsp,Skill,adv,,
,,,Zack,Torque,Computers,Hard,yygggrppk,tri;sucsuc;sucsuc;advadv;suc;thrfai;thrthr;thr;thr,sucsucsucsucsucthrthrthrtri,Skill,,,
,,,Zack,Ru,Stealth,Average,gggppk,sucsuc;nil;sucsuc;thrfai;fai;nil,sucsucthr,Skill,,,
,,,Zack,Kell,Skulduggery,Average,ygggbpp,tri;suc;advadv;nil;nil;faifai;thr,advtri,Skill,,,
,,,Zack,Kell,Mechanics,Easy,yybp,suc;sucadv;nil;thr,sucsuc,Skill,,,
,,,Keith,Pax,Gunnery,Average,yggggbbrpk,tri;adv;sucadv;suc;nil;sucadv;sucadv;nil;fai;thr,sucsucsucsucadvadvadvtri,Combat ,,,
,,,Keith,Pax,Ranged (Heavy),Hard,yggggbbppp,sucsuc;sucadv;advadv;adv;nil;nil;adv;thr;thrthr;faifai,sucadvadv,Combat ,,,
,,,Keith,Pax,Knowledge (Lore),Hard,ggpppw,advadv;sucsuc;thr;faifai;thr;lsplsp,lsplsp,Holocron,suc,,
,,,Zack,Ru,Brawl,Average,ggggppkw,adv;suc;nil;sucadv;thrthr;nil;thr;lsplsp,sucsucthrlsplsp,Combat ,adv,,
,,,Zack,Torque,Medicine,Easy,yggggbp,sucadv;suc;adv;sucadv;sucsuc;adv;faifai,sucsucsucadvadvadvadv,Medicine,,,
,,,Keith,Pax,Cool,Hard,ggggpppw,nil;adv;suc;sucadv;thrfai;faifai;thr;dsp,faidsp,Holocron,,,
,,,Zack,Ru,Athletics,Average,gggggppw,sucadv;sucsuc;adv;adv;sucadv;fai;faifai;dsp,sucadvadvadvadvdsp,Holocron,,,
,,,Keith,Pax,Charm,Hard,yyggpppw,sucadv;sucsuc;advadv;sucadv;thrfai;fai;thr;dsp,sucsucadvadvdsp,Holocron,,,
,,,Keith,Pax,Negotiation,Hard,yyggpppw,advadv;sucsuc;adv;advadv;thrthr;thr;thrfai;dsp,sucadvdsp,Holocron,,,
,,,Zack,Ru,Leadership,Average,yggbppw,suc;adv;suc;nil;thrfai;thrfai;lsplsp,thrlsplsp,Holocron,sucsuc,,
,,,Zack,Ru,Perception,Easy,ygpw,adv;suc;nil;dsp,sucadvdsp,Holocron,suc,,
,,,Keith,Pax,Coercion,Easy,ypw,suc;thr;dspdsp,sucthrdspdsp,Holocron,,,
,,,Zack,Ru,Resilience,Hard,gggggpppw,adv;suc;advadv;sucadv;sucadv;thrthr;thr;thr;dsp,sucsucsucadvdsp,Holocron,,,
,,,Keith,Pax,Knowledge (Education),Simple,ggw,sucsuc;sucsuc;lsplsp,sucsucsucsuclsplsp,Holocron,,,
,,,Zack,Ru,Cool,Hard,gggpppw,suc;sucadv;adv;thr;thrthr;thr;lsplsp,sucsucthrthrlsplsp,Holocron,suc,,
,,,Keith,Pax,Leadership,Average,yyggppw,advadv;sucadv;sucsuc;adv;nil;thr;lsp,sucsucsucadvadvadvlsp,Holocron,,,
,,,Zack,Ru,Athletics,Simple,gggggw,nil;sucsuc;advadv;sucadv;adv;lsp,sucsucsucadvadvadvadvlsp,Holocron,,,
,,,Keith,Pax,Coordination,Daunting,ggggppppw,suc;suc;sucadv;sucsuc;fai;thr;faifai;thr;dsp,sucsucthrdsp,Holocron,,,
,,,Keith,Pax,Discipline,Hard,gpppw,advadv;thr;nil;thr;dsp,dsp,Holocron,suc,,
,,,Zack,Ru,Coercion,Daunting,ygppppw,sucsuc;adv;fai;thr;fai;thr;dsp,thrdsp,Holocron,,,
,,,Keith,Pax,Athletics,Formidable,ggpppppw,sucadv;sucadv;faifai;thr;fai;thr;thr;lsplsp,faithrlsplsp,Holocron,suc,,
,,,Keith,Pax,Piloting (Space),Hard,yyggpppw,advadv;nil;suc;suc;fai;nil;thr;dsp,sucadvdsp,Holocron,suc,,
,,,Zack,Ru,Resilience,Daunting,gggggbppppw,suc;nil;advadv;suc;suc;nil;thr;thr;thrthr;faifai;dsp,sucthrthrdsp,Holocron,,,
,,,Keith,Pax,Ranged (Light),Hard,yyggpppw,sucadv;suc;advadv;suc;thrthr;thr;thr;lsp,sucsucsucthrlsp,Holocron,,,
,,,Keith,Pax,Lightsaber,Easy,ggpw,sucadv;sucsuc;thr;dsp,sucsucsucdsp,Holocron,suc,,
